normalized_manufacturer,ticker,country_exchange_code,fuzzy_score,fuzzy_method,source
ORTHOFIX,QDEL,US,100,partial,fuzzy_match
ORTHOCOR MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
ORTHO8,QDEL,US,100,partial,fuzzy_match
WEST PHARMACEUTICAL SERVICES AZ,ZBH,US,100,partial,fuzzy_match
WEIHAI KANGZHOU BIOTECHNOLOGY ENGINEERING,ZBH,US,100,partial,fuzzy_match
WAISMED,PRIVATE,PRIVATE,100,partial,fuzzy_match
W O M WORLD MEDICINE GMBHUTICA,PRIVATE,PRIVATE,100,partial,fuzzy_match
W O M WORLD MEDICINE,PRIVATE,PRIVATE,100,partial,fuzzy_match
VYGON AND,PRIVATE,PRIVATE,100,partial,fuzzy_match
VYAIRE MEDICAL METTAWA,PRIVATE,PRIVATE,100,partial,fuzzy_match
VYAIRE MEDICAL INCE,PRIVATE,PRIVATE,100,partial,fuzzy_match
VYAIRE MEDCAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
WUXI KANGQIANG INDUSTRIAL EQUIPMENT,GALD,CH,100,partial,fuzzy_match
WSA SUZHOU,ZBH,US,100,partial,fuzzy_match
WRIGHTS LANE SYNTHES USA PRODUCTS LLCS,JNJ,US,100,partial,fuzzy_match
WRIGHT MEDICAL,SYK,US,100,partial,fuzzy_match
WR MEDICAL ELECTRONICS,PRIVATE,PRIVATE,100,partial,fuzzy_match
WILSON COOK MEDICAL,COO,US,100,partial,fuzzy_match
WILLIAM COOK EUROP,COO,US,100,partial,fuzzy_match
WIKIMED SUPPLY,PRIVATE,PRIVATE,100,partial,fuzzy_match
WIKIMED MEDICAL EQUIPMENT MANUFACTURING,PRIVATE,PRIVATE,100,partial,fuzzy_match
WIKIMED,PRIVATE,PRIVATE,100,partial,fuzzy_match
WESTMED,PRIVATE,PRIVATE,100,partial,fuzzy_match
ORTHO TECHNOLOGY,QDEL,US,100,partial,fuzzy_match
ORTHO SPACE,QDEL,US,100,partial,fuzzy_match
ORTHO ORGANIZERS,ZBH,US,100,partial,fuzzy_match
ORTHO DEVELOPMENT,QDEL,US,100,partial,fuzzy_match
ORTHO CLINICAL DIAGNOSTICS ROCHESTER,QDEL,US,100,partial,fuzzy_match
ORIGEN BIOMEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
ORBUSNEICH MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
ORBUSHNEICH MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
OR SOLUTIONS,HSIC,US,100,partial,fuzzy_match
OR BIOHORIZONS,HSIC,US,100,partial,fuzzy_match
ZHEJIANG SHUYOU SURGICAL,ZBH,US,100,partial,fuzzy_match
ZHEJIANG LUMENG HEALTH AND TECHNOLOGY,ZBH,US,100,partial,fuzzy_match
ZHEJIANG KINDLY MEDICAL DEVICES,PRIVATE,PRIVATE,100,partial,fuzzy_match
ZHEJIANG KELONGWEI MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
ZHEJIANG INI MEDICAL DEVICES,PRIVATE,PRIVATE,100,partial,fuzzy_match
ZEVEX,ZBH,US,100,partial,fuzzy_match
ZELTIQ AESTHETICS,ZBH,US,100,partial,fuzzy_match
ZELEGENT,ZBH,US,100,partial,fuzzy_match
ZEISS CARL ZEISS MEDITEC,PRIVATE,PRIVATE,100,partial,fuzzy_match
Z MEDICA,PRIVATE,PRIVATE,100,partial,fuzzy_match
YANGZHOU SUPER UNION MEDICAL MATERIAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
XTANT MEDICAL HOLDINGS,PRIVATE,PRIVATE,100,partial,fuzzy_match
XIAN FRIENDSHIP MEDICAL ELECTRONICS,PRIVATE,PRIVATE,100,partial,fuzzy_match
3 MANUFACTURER NAME CITY AND STATE SHOCKWAVE MED,PRIVATE,PRIVATE,100,partial,fuzzy_match
3,BDX,US,100,partial,fuzzy_match
ZSYSTEMS,ZBH,US,100,partial,fuzzy_match
ZIMMSWITZERLAND MANUFACTURING,ZBH,US,100,partial,fuzzy_match
ZIMMER TMT,ZBH,US,100,partial,fuzzy_match
ZIMMER SWITZERLAND MANUFACTURER,ZBH,US,100,partial,fuzzy_match
ZIMMER SWITZERLAND MANFACTURING,ZBH,US,100,partial,fuzzy_match
ZIMMER KNEE CREATIONS,ZBH,US,100,partial,fuzzy_match
ZIMMER BIOMET SWITZERLAND,ZBH,US,100,partial,fuzzy_match
ZIEHM ORTHOSCAN,ZBH,US,100,partial,fuzzy_match
ZIEHM IMAGING,ZBH,US,100,partial,fuzzy_match
ZHENJIANG ENRICH HEALTH,ZBH,US,100,partial,fuzzy_match
ZHENDE MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
OPTIVIZ,ZBH,US,100,partial,fuzzy_match
ONDAL MEDICAL SUSTEMS AMERICA,PRIVATE,PRIVATE,100,partial,fuzzy_match
OMNIPOD INSULET,PODD,US,100,partial,fuzzy_match
OMEGA MEDICAL IMAGING,PRIVATE,PRIVATE,100,partial,fuzzy_match
OLYMPUS WINTER AND IBE GMB,7733,JP,100,partial,fuzzy_match
OLYMPUS MEDICAL PRODUCTS CZECH,PRIVATE,PRIVATE,100,partial,fuzzy_match
OLYMPUS AMERICA MEDICAL AND SURGICAL MANUFACTURING,PRIVATE,PRIVATE,100,partial,fuzzy_match
OLYMPUS,7733,JP,100,partial,fuzzy_match
OLSEN MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
OKAMI MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
OHMEDA MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
OHIO MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
OBERDORF SYNTHES PRODUKTIONS,JNJ,US,100,partial,fuzzy_match
ABBOT MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
ABBOT,ABT,US,100,partial,fuzzy_match
ABB,ABT,US,100,partial,fuzzy_match
A LAKE REGION MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
A AND E MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
623 MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
3M UNITEK,MMM,US,100,partial,fuzzy_match
3M HEALTH CARE MEDICAL SOLUTIONS,PRIVATE,PRIVATE,100,partial,fuzzy_match
3M HEALTH CARE,MMM,US,100,partial,fuzzy_match
3M HEALH CARE,MMM,US,100,partial,fuzzy_match
3M ESPE DENTAL PRODUCTS,MMM,US,100,partial,fuzzy_match
3M CANADA,MMM,US,100,partial,fuzzy_match
ABIOMED IN C,JNJ,US,100,partial,fuzzy_match
ABIOMED IINC,JNJ,US,100,partial,fuzzy_match
ABIOMED EUROPE,JNJ,US,100,partial,fuzzy_match
ABIOMED ABIOMED ABIOMED ABIOMED IN,JNJ,US,100,partial,fuzzy_match
ABBVIE DEUTSCHLAND AND,ABBV,US,100,partial,fuzzy_match
ABBOTTE,ABT,US,100,partial,fuzzy_match
ABBOTT THORATEC,ABT,US,100,partial,fuzzy_match
ABBOTT PHARMACEUTICALSMULTI,ABT,US,100,partial,fuzzy_match
ABBOTT MEDICAL COSTA RICA,ABT,US,100,partial,fuzzy_match
ABBOTT LABRATORIES,ABT,US,100,partial,fuzzy_match
ABBOTT ELECTROPHYSIOLOGY,ABT,US,100,partial,fuzzy_match
ABBOTT DIAGNOSTICS TECHNOLOGIES AS,ABT,US,100,partial,fuzzy_match
ABBOTT DIAGNOSTIC SCARBOUGH,ABT,US,100,partial,fuzzy_match
ABBOTT DIABETIC CARE,ABT,US,100,partial,fuzzy_match
ABBOTT DIABETES PRODUCTS,ABT,US,100,partial,fuzzy_match
ABBOTT DIABETES CARE LT,ABT,US,100,partial,fuzzy_match
ACCURATE MEDICAL THERAPEUTICS,PRIVATE,PRIVATE,100,partial,fuzzy_match
ACCESSS BIO INCORPORATE,BIM,FR,100,partial,fuzzy_match
ACCESS BIO INCORPORATE,BIM,FR,100,partial,fuzzy_match
ACCESS BIO,BIM,FR,100,partial,fuzzy_match
ABON BIOPHARM,BIM,FR,100,partial,fuzzy_match
ABOIOMED,PRIVATE,PRIVATE,100,partial,fuzzy_match
ABOIMED,PRIVATE,PRIVATE,100,partial,fuzzy_match
ABIONED,BIM,FR,100,partial,fuzzy_match
ACUTUS MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
ACE SURGICALA,PRIVATE,PRIVATE,100,partial,fuzzy_match
ACE SURGICAL SUPPLY AND,PRIVATE,PRIVATE,100,partial,fuzzy_match
ACE SURGICAL SUPPLE,PRIVATE,PRIVATE,100,partial,fuzzy_match
OASIS MEDIKAL URUNLER KIMYA TURIZM SAN VE TIC A,PRIVATE,PRIVATE,100,partial,fuzzy_match
O SOLUCIONES XB MEXICO S R L C V,HSIC,US,100,partial,fuzzy_match
NX STAGE MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
NUVOMED,PRIVATE,PRIVATE,100,partial,fuzzy_match
NUVERA MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
NUMED CANADA,PRIVATE,PRIVATE,100,partial,fuzzy_match
NUANCE MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
NTUITIVE SURGICAL,ISRG,US,100,partial,fuzzy_match
NSK NAKANISHI,7716,JP,100,partial,fuzzy_match
NOX MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
NOVAMED,PRIVATE,PRIVATE,100,partial,fuzzy_match
NOVADAQ TECHNOLOGIES,GALD,CH,100,partial,fuzzy_match
ADVIN BIOTECH,BIM,FR,100,partial,fuzzy_match
ADVANTAGE MEDICAL ELECTRONICS,PRIVATE,PRIVATE,100,partial,fuzzy_match
ADVANCED RESEARCH MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
ADVANCED MEDICAL TECHNOLOGIES,PRIVATE,PRIVATE,100,partial,fuzzy_match
ADVANCED MEDICAL SOLUTIONS,PRIVATE,PRIVATE,100,partial,fuzzy_match
ADVANCED MEDICAL ASSOCIATES,PRIVATE,PRIVATE,100,partial,fuzzy_match
ADVANCE MEDICAL DESIGNS,PRIVATE,PRIVATE,100,partial,fuzzy_match
ADVANCE,PRIVATE,PRIVATE,100,partial,fuzzy_match
ADMEDUS REGEN,PRIVATE,PRIVATE,100,partial,fuzzy_match
ADAGIO MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
AD,PRIVATE,PRIVATE,100,partial,fuzzy_match
NOVA ORTHO MED,PRIVATE,PRIVATE,100,partial,fuzzy_match
NOVA BIOMEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
NORIS MEDICAL LRD,PRIVATE,PRIVATE,100,partial,fuzzy_match
NONIN MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
NOA MEDICAL INDUSTIRES,PRIVATE,PRIVATE,100,partial,fuzzy_match
NISSHA MEDICAL TECHNOLOGIES,PRIVATE,PRIVATE,100,partial,fuzzy_match
NISSHA MEDICAL TECHNOLGIES,PRIVATE,PRIVATE,100,partial,fuzzy_match
NIPRO RENAL SOLUTIONS USA,HSIC,US,100,partial,fuzzy_match
NIPRO MEDICAL INDUSTRIES,PRIVATE,PRIVATE,100,partial,fuzzy_match
NIPRO MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
ALLEN MEDICAL SYSTEMS,PRIVATE,PRIVATE,100,partial,fuzzy_match
ALL,ABBV,US,100,partial,fuzzy_match
ALCON,ALC,US,100,partial,fuzzy_match
ALBA BIOSCIENCE,BIM,FR,100,partial,fuzzy_match
ALAFAIR BIOSCIENCES,BIM,FR,100,partial,fuzzy_match
AIZU OLYMPIUS,ZBH,US,100,partial,fuzzy_match
AIRFLO MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
AGA MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
AFT,STMN,CH,100,partial,fuzzy_match
AESCULAP IMPLANT SYSTEMS,PRIVATE,PRIVATE,100,partial,fuzzy_match
NINGBO LUKE MEDICAL DEVICES,PRIVATE,PRIVATE,100,partial,fuzzy_match
NINGBO LUKE MEDICAL DEVICE,PRIVATE,PRIVATE,100,partial,fuzzy_match
NINGBO HAISHU ZONGHAI ARTWARE,ZBH,US,100,partial,fuzzy_match
NIHON KOHDEN DIGITAL HEALTH SOLUTIONS,6849,JP,100,partial,fuzzy_match
NEXT ORTHOSURGICAL,QDEL,US,100,partial,fuzzy_match
NEXT MEDICAL PRODUCTS,PRIVATE,PRIVATE,100,partial,fuzzy_match
NEWPORT MEDICAL INSTRUMENTS,PRIVATE,PRIVATE,100,partial,fuzzy_match
NEWPORT MEDICAL INSTRUMENT,PRIVATE,PRIVATE,100,partial,fuzzy_match
NEW PORT MEDICAL INSTRUMENT,PRIVATE,PRIVATE,100,partial,fuzzy_match
NEUROVISION MEDICAL PRODUCTS,PRIVATE,PRIVATE,100,partial,fuzzy_match
NEUROS MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
ALTATEC IMPLANT,CLTN,CH,100,partial,fuzzy_match
ALLMED MEDICAL PRODUCTS,PRIVATE,PRIVATE,100,partial,fuzzy_match
ALLIED MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
ALLERGANF PLEASANTON,ABBV,US,100,partial,fuzzy_match
ALLERGAN MEDICAL,ABBV,US,100,partial,fuzzy_match
ALLERGAN IRVINE,ABBV,US,100,partial,fuzzy_match
ALLERGAN COSTA RICA0,ABBV,US,100,partial,fuzzy_match
ALLERGAN COSTA,ABBV,US,100,partial,fuzzy_match
ALLERGAN AESTHETICS,ABBV,US,100,partial,fuzzy_match
ANHUI TIANKANG MEDICAL TECHNOLOGY,PRIVATE,PRIVATE,100,partial,fuzzy_match
ANHUI JBH MEDICAL APPARATUS,PRIVATE,PRIVATE,100,partial,fuzzy_match
ANHUI HONGYU WUZHOU MANUFACTURER,ZBH,US,100,partial,fuzzy_match
AND,TNDM,US,100,partial,fuzzy_match
AMSINO MEDICAL KUNSHAN,PRIVATE,PRIVATE,100,partial,fuzzy_match
AMITY HOLDINGS DBA MEDICORE MEDICAL SUPPLY,PRIVATE,PRIVATE,100,partial,fuzzy_match
AMICO MOBILITY SOLUTIONS,HSIC,US,100,partial,fuzzy_match
AMEDITECH,PRIVATE,PRIVATE,100,partial,fuzzy_match
AMD MEDICOME,PRIVATE,PRIVATE,100,partial,fuzzy_match
NEUROONE MEDICAL TECHNOLOGIES,PRIVATE,PRIVATE,100,partial,fuzzy_match
NEUROMD MEDICAL TECHNOLOGIES 18201,PRIVATE,PRIVATE,100,partial,fuzzy_match
NEUROMD MEDICAL TECHNOLOGIES,PRIVATE,PRIVATE,100,partial,fuzzy_match
NEURO,BSX,US,100,partial,fuzzy_match
NEODYNE BIOSCIENCES,BIM,FR,100,partial,fuzzy_match
NATUS MEDICAL DENMARK,PRIVATE,PRIVATE,100,partial,fuzzy_match
NATUS MEDICAL DBA EXCEL TECH XL,PRIVATE,PRIVATE,100,partial,fuzzy_match
APTITUDE MEDICAL SYSTEMS,PRIVATE,PRIVATE,100,partial,fuzzy_match
APPLIED MEDICAL TECHNOLOGY,PRIVATE,PRIVATE,100,partial,fuzzy_match
APPLIED MEDICAL DISTRIBUTION CENTER,PRIVATE,PRIVATE,100,partial,fuzzy_match
APPLIED MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
APPLIED BIOCODE,BIM,FR,100,partial,fuzzy_match
APOLLO,PRIVATE,PRIVATE,100,partial,fuzzy_match
APEX MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
APEX BIOTECHNOLOGY,BIM,FR,100,partial,fuzzy_match
AOMORI OLYMPUS OLYMPUS,7733,JP,100,partial,fuzzy_match
ANREI MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
NATUR MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
NANTONG SHUNLONG PHYSICAL THERAPY EQUIPMENT,GALD,CH,100,partial,fuzzy_match
NANOVA BIOMATERIALS,BIM,FR,100,partial,fuzzy_match
NAMIC MEDLINE INDUSTRIES,PRIVATE,PRIVATE,100,partial,fuzzy_match
MYCO MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
MPS PHARMA AND MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
MOZARC MEDICAL US,PRIVATE,PRIVATE,100,partial,fuzzy_match
MOXIMED,PRIVATE,PRIVATE,100,partial,fuzzy_match
MOTIF MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
ARJO MED,PRIVATE,PRIVATE,100,partial,fuzzy_match
ARJO HOSPITAL EQUIPMENT,GALD,CH,100,partial,fuzzy_match
ARJO,ARJO,SE,100,partial,fuzzy_match
ARGON MEDICAL MEDICAL DEVICES,PRIVATE,PRIVATE,100,partial,fuzzy_match
ARGON MEDICAL DEVIES,PRIVATE,PRIVATE,100,partial,fuzzy_match
ARGON MEDICAL DEVICE,PRIVATE,PRIVATE,100,partial,fuzzy_match
ARGON MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
ARGON MEDIAL DEVICES,PRIVATE,PRIVATE,100,partial,fuzzy_match
ARC MEDICAL SUPPLIES,PRIVATE,PRIVATE,100,partial,fuzzy_match
AQUATEC,GALD,CH,100,partial,fuzzy_match
AQUABILITY,GALD,CH,100,partial,fuzzy_match
AQUABILITI,GALD,CH,100,partial,fuzzy_match
AQTIS MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
APYX MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
ASAHI KASEI MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
ASAHI INTECC USA,7747,JP,100,partial,fuzzy_match
ARTISAN MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
ARTHREX MANUFACTURING,PRIVATE,PRIVATE,100,partial,fuzzy_match
ARTHREX LOGISTIC CENTER,PRIVATE,PRIVATE,100,partial,fuzzy_match
ARTHREX CORPORATE HEADQUARTERS,PRIVATE,PRIVATE,100,partial,fuzzy_match
ARROW INTERNATIONAL SUBSIDIARY TELEFLEX IN,TFX,US,100,partial,fuzzy_match
ARROW INTERNATIONAL A SUBSIDIARY TELEFLEX,TFX,US,100,partial,fuzzy_match
AROA BIOSURGERY,BIM,FR,100,partial,fuzzy_match
ARMSTRONG MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
ARJOHUNTLEIGH MEDICAL BEDS,PRIVATE,PRIVATE,100,partial,fuzzy_match
MOOG,MOG.A,US,100,partial,fuzzy_match
MONUMENT DEPUY SYNTHES PRODUCTS,JNJ,US,100,partial,fuzzy_match
MONTERIS MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
MONARCH MEDICAL PRODUCTS,PRIVATE,PRIVATE,100,partial,fuzzy_match
MONAGHAN MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
MOELLER MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
MODERN MEDICAL EQUIPMENT MFG,PRIVATE,PRIVATE,100,partial,fuzzy_match
ATTUNE MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
ATRION MEDICAL PRODUCTS,PRIVATE,PRIVATE,100,partial,fuzzy_match
ATMOS MEDIZINTECHNIK AND,PRIVATE,PRIVATE,100,partial,fuzzy_match
ATLANTA BIOMEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
ATHENA MEDICAL PRODUCTS,PRIVATE,PRIVATE,100,partial,fuzzy_match
ASTURA MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
ASP MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
ASO,PHIA,NL,100,partial,fuzzy_match
ASENSUS SURGICAL,MDT,US,100,partial,fuzzy_match
ASCYRUS MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
B BRAUN,PRIVATE,PRIVATE,100,partial,fuzzy_match
B AND B MEDICAL TECHNOLOGIES,PRIVATE,PRIVATE,100,partial,fuzzy_match
B,TNDM,US,100,partial,fuzzy_match
AZURE BIOTECH,ZBH,US,100,partial,fuzzy_match
AZER SCIENTIFIC,ZBH,US,100,partial,fuzzy_match
AVID MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
AVERTIX MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
AVANOS,AVNS,US,100,partial,fuzzy_match
AVAIL MEDICAL PRODUCTS INCORPO,PRIVATE,PRIVATE,100,partial,fuzzy_match
AVA,AVNS,US,100,partial,fuzzy_match
AUSTIN MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
MODERN MEDICAL EQUIPMENT,PRIVATE,PRIVATE,100,partial,fuzzy_match
MODERN MEDICAL EQUIP MFG,PRIVATE,PRIVATE,100,partial,fuzzy_match
MIZUHO ORTHOPEDIC SYSTEMS,ZBH,US,100,partial,fuzzy_match
MIZUHO,ZBH,US,100,partial,fuzzy_match
MIR,PRIVATE,PRIVATE,100,partial,fuzzy_match
MINTA MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
MINIMED 770G OUS SYSTEM BLE CONNECT 3 0 MG,PRIVATE,PRIVATE,100,partial,fuzzy_match
MILTENYI BIOTEC AND,BIM,FR,100,partial,fuzzy_match
BAUSCH AND LOMB,BLCO,US,100,token_set,fuzzy_match
BARD MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
BARD ACCESS SYSTEM,BDX,US,100,partial,fuzzy_match
BALDA MEDICAL AND,PRIVATE,PRIVATE,100,partial,fuzzy_match
BAISHENG MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
BAAT MEDICAL PRODUCTS,PRIVATE,PRIVATE,100,partial,fuzzy_match
B BRAUN MELSUNGEN A,PRIVATE,PRIVATE,100,partial,fuzzy_match
B BRAUN MEDICAL FRANCE,PRIVATE,PRIVATE,100,partial,fuzzy_match
B BRAUN AVITUM ITALY,PRIVATE,PRIVATE,100,partial,fuzzy_match
B BRAUN AESCULAP JAPAN,PRIVATE,PRIVATE,100,partial,fuzzy_match
MICROVENTION TERUMO,4552,JP,100,partial,fuzzy_match
MICROPORT CRM USA,853,HK,100,partial,fuzzy_match
MICROCARE MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
MICROBIOLOGICS,BIM,FR,100,partial,fuzzy_match
MICRO THERAPEUTICS DBA EV3 NEUROVASCULAR,MDT,US,100,partial,fuzzy_match
MICRO THERAPEUTICS D,MDT,US,100,partial,fuzzy_match
MICRO THERAPEUTICS,MDT,US,100,partial,fuzzy_match
MICRO MEDICAL DEVICES,PRIVATE,PRIVATE,100,partial,fuzzy_match
BD MEDICAL PHARMACEUTICAL SYSTEMS,PRIVATE,PRIVATE,100,partial,fuzzy_match
BD MEDICAL MEDICATION DELIVERY SOLUTIONS,PRIVATE,PRIVATE,100,partial,fuzzy_match
BD MEDICAL DIABETES CARE HOLDREGE NE,PRIVATE,PRIVATE,100,partial,fuzzy_match
BD KIESTRA LAB AUTOMATION,BDX,US,100,partial,fuzzy_match
BD DISTRIBUTION CENTER,BDX,US,100,partial,fuzzy_match
BD AND,BDX,US,100,partial,fuzzy_match
BBRAUN B BRAUN MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
BAYLISS MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
BAYLIS MEDICAL TECHNOLOGIES,PRIVATE,PRIVATE,100,partial,fuzzy_match
BAYER MEDICAL CARE,PRIVATE,PRIVATE,100,partial,fuzzy_match
BAYER,BAYN,DE,100,partial,fuzzy_match
BAXTER MEDICAL SYSTEMS,PRIVATE,PRIVATE,100,partial,fuzzy_match
BAXTER HEALTHCARE CORPORTATION,BAX,US,100,partial,fuzzy_match
BAXTER HEALTH,BAX,US,100,partial,fuzzy_match
BECTON DICKINSON PEN,BDX,US,100,partial,fuzzy_match
BECTON DICKINSON INFUSTION THERAPY SYSTEMS,BDX,US,100,partial,fuzzy_match
BECTON DICKINSON INFUSION THERAPY SYSTEMS C V,BDX,US,100,partial,fuzzy_match
BECTON DICKINSON INFUSION THERAPY SYSTEM,BDX,US,100,partial,fuzzy_match
BECTON DICKINSON HUNGARY,BDX,US,100,partial,fuzzy_match
BECTON DICKINSON AND COMPAN,BDX,US,100,partial,fuzzy_match
BECTON AND DICKINSON,BDX,US,100,token_sort,fuzzy_match
BECKMAN COULTER IRELAND,DHR,US,100,partial,fuzzy_match
BECKER ORTHOPEDIC APPLIANCE,QDEL,US,100,partial,fuzzy_match
BD SANDY,BDX,US,100,partial,fuzzy_match
BD RAPID DIAGNOSTICS,BDX,US,100,partial,fuzzy_match
MIBO MEDICAL GROUP,PRIVATE,PRIVATE,100,partial,fuzzy_match
MIACH ORTHOPAEDICS,QDEL,US,100,partial,fuzzy_match
MIABECKMAN COULTERMI DISCRETE MFG IO,DHR,US,100,partial,fuzzy_match
MFG,MDT,US,100,partial,fuzzy_match
MEVION MEDICAL SYSTEMS,PRIVATE,PRIVATE,100,partial,fuzzy_match
METRONIC MINIMED,PRIVATE,PRIVATE,100,partial,fuzzy_match
MERZ,ZBH,US,100,partial,fuzzy_match
MERIT MEDICAL SYSTEM,PRIVATE,PRIVATE,100,partial,fuzzy_match
MERIT MEDICAL SUSTEMS,PRIVATE,PRIVATE,100,partial,fuzzy_match
MERIT MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
MERIDIAN BIOSCIENCE ISRAEL,BIM,FR,100,partial,fuzzy_match
BIHLERMED,PRIVATE,PRIVATE,100,partial,fuzzy_match
BIGFOOT BIOMEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
BETA BIONICS OINC GANIZATION,BBNX,US,100,partial,fuzzy_match
BEST SANITIZERS,ZBH,US,100,partial,fuzzy_match
BERPU MEDICAL TECHNOLOGY,PRIVATE,PRIVATE,100,partial,fuzzy_match
BELMONT MEDICAL TECHNOLOGIES BILLERICA MA 01821 US,PRIVATE,PRIVATE,100,partial,fuzzy_match
BELMONT MEDICAL TECHNOLOGIES,PRIVATE,PRIVATE,100,partial,fuzzy_match
BELLUS MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
BELIMED INFECTION CONTROL,PRIVATE,PRIVATE,100,partial,fuzzy_match
BELIMED,PRIVATE,PRIVATE,100,partial,fuzzy_match
BIOMEDICAL DATA SOLUTIONS,PRIVATE,PRIVATE,100,partial,fuzzy_match
BIOMED LABORATORIES,PRIVATE,PRIVATE,100,partial,fuzzy_match
BIOLYTICAL LABORTORIES,BIM,FR,100,partial,fuzzy_match
BIOLIFE PLASMA SERVICES L P,BIM,FR,100,partial,fuzzy_match
BIOHORIZON,HSIC,US,100,partial,fuzzy_match
BIOHIT HEALTHCARE,BIM,FR,100,partial,fuzzy_match
BIOFOURMIS SINGAPORE LTE,BIM,FR,100,partial,fuzzy_match
BIOFILM,BIM,FR,100,partial,fuzzy_match
BIODERM,BIM,FR,100,partial,fuzzy_match
BIOCOMPOSITES,BIM,FR,100,partial,fuzzy_match
BIOARRAY SOLUTIONS,BIM,FR,100,partial,fuzzy_match
BIO TECHNOLOGY GENERAL,BIM,FR,100,partial,fuzzy_match
BIO RAD LABORATORIES,BIM,FR,100,partial,fuzzy_match
BIO MED SCIENCES,PRIVATE,PRIVATE,100,partial,fuzzy_match
BIO MED DEVICES,PRIVATE,PRIVATE,100,partial,fuzzy_match
BIOSTABLE,BIM,FR,100,partial,fuzzy_match
BIOSPHERE MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
BIOSEAL,BIM,FR,100,partial,fuzzy_match
BIOS,JNJ,US,100,partial,fuzzy_match
BIOREFERENCE HEALTH,BIM,FR,100,partial,fuzzy_match
